k1,k2,k3,k4,k5,o1,o2,o3,o4,o5,o6,o7,o8,o9
0.2,0.4,0.8,0.4,0.4,8.8622,10.4446,7.5296,69.7156,90.8367,56.9237,70.2583,54.6241,62.6417
0.2,0.4,0.8,0.4,0.6,8.8822,8.8038,9.1504,71.4026,66.5518,77.9126,60.1831,65.606,62.5394
0.2,0.4,0.8,0.4,0.8,8.8712,7.5686,10.3966,67.8234,52.5814,98.8599,51.4959,72.4588,62.675
0.2,0.4,0.8,0.4,1,8.8138,6.7072,11.3154,66.8765,41.6894,116.724,45.0169,78.1664,60.434
0.2,0.4,0.8,0.6,0.2,9.6456,13.2778,3.913,83.5971,144.34,18.1651,98.3337,32.2536,42.6237
0.2,0.4,0.8,0.6,0.4,9.929,11.0136,5.8938,87.978,102.378,35.186,84.4257,47.6152,51.4501
0.2,0.4,0.8,0.6,0.6,10.1772,9.356,7.3032,91.6757,76.5706,50.3661,74.0293,59.0207,53.9058
0.2,0.4,0.8,0.6,0.8,10.32,8.1104,8.406,92.4577,58.4059,66.372,64.3315,69.2027,54.11
0.2,0.4,0.8,0.6,1,10.4352,7.1858,9.2154,97.0416,46.3533,76.3547,58.6435,76.2799,51.4639
0.2,0.4,0.8,0.8,0.2,10.1274,13.6568,3.0522,91.9352,153.088,11.9915,106.164,26.7951,34.7959
0.2,0.4,0.8,0.8,0.4,10.5668,11.4466,4.823,99.8395,113.325,22.7942,95.5028,40.0839,42.696
0.2,0.4,0.8,0.8,0.6,10.9862,9.7808,6.0694,103.848,84.1596,36.271,83.1716,53.3008,47.6505
0.2,0.4,0.8,0.8,0.8,11.2798,8.5832,6.9734,114.579,63.6014,45.4526,75.4055,63.1969,45.8433
0.2,0.4,0.8,0.8,1,11.5256,7.589,7.7218,116.736,52.0365,55.2867,68.1463,70.2655,45.8206
0.2,0.4,0.8,1,0.2,10.3796,13.9362,2.5206,95.9095,165.049,7.6063,113.368,20.8894,27.7222
